,Place,Term,Suffix,First_Letter,First_Two_Letter,First_Three_Letter,First_Four_Letter,Last_Letter,Last_Two_Letter,Last_Three_Letter,Last_Four_Letter,First_Letter_Type,Last_Letter_Type,Length,Second_Letter,Second_Letter_Type,Third_Letter,Third_Letter_Type,Fourth_Letter,Fourth_Letter_Type,Second_Last_Letter,Second_Last_Letter_Type,Third_Last_Letter,Third_Last_Letter_Type,Fourth_Last_Letter,Fourth_Last_Letter_Type
1587,Haifa,Haifans,ns,H,Ha,Hai,Haif,a,fa,ifa,aifa,consanent,vowel,5,a,vowel,i,vowel,f,consanent,f,consanent,i,vowel,a,vowel
1588,Hail,Hailis,is,H,Ha,Hai,Hail,l,il,ail,Hail,consanent,consanent,4,a,vowel,i,vowel,l,consanent,i,vowel,a,vowel,H,consanent
1589,Ha'il,Ha'ilis,is,H,Ha,Ha',Ha'i,l,il,'il,a'il,consanent,consanent,5,a,vowel,',consanent,i,vowel,i,vowel,',consanent,a,vowel
1590,Hailar,Hailarer,er,H,Ha,Hai,Hail,r,ar,lar,ilar,consanent,consanent,6,a,vowel,i,vowel,l,consanent,a,vowel,l,consanent,i,vowel
1591,Hainan,Hainanese,ese,H,Ha,Hai,Hain,n,an,nan,inan,consanent,consanent,6,a,vowel,i,vowel,n,consanent,a,vowel,n,consanent,i,vowel
1593,Hajduboszormeny,Hajduboszormenyi,i,H,Ha,Haj,Hajd,y,ny,eny,meny,consanent,consanent,15,a,vowel,j,consanent,d,consanent,n,consanent,e,vowel,m,consanent
1594,Hajdunanas,Hajdunanasi,i,H,Ha,Haj,Hajd,s,as,nas,anas,consanent,consanent,10,a,vowel,j,consanent,d,consanent,a,vowel,n,consanent,a,vowel
1595,Hajduszoboszlo,Hajduszoboszloi,i,H,Ha,Haj,Hajd,o,lo,zlo,szlo,consanent,vowel,14,a,vowel,j,consanent,d,consanent,l,consanent,z,consanent,s,consanent
1596,Hakkari,Hakkarili,li,H,Ha,Hak,Hakk,i,ri,ari,kari,consanent,vowel,7,a,vowel,k,consanent,k,consanent,r,consanent,a,vowel,k,consanent
1597,Halabja,Halabjans,ns,H,Ha,Hal,Hala,a,ja,bja,abja,consanent,vowel,7,a,vowel,l,consanent,a,vowel,j,consanent,b,consanent,a,vowel
1600,Hallein,Halleiners,ers,H,Ha,Hal,Hall,n,in,ein,lein,consanent,consanent,7,a,vowel,l,consanent,l,consanent,i,vowel,e,vowel,l,consanent
1601,Halmstad,Halmstadians,ians,H,Ha,Hal,Halm,d,ad,tad,stad,consanent,consanent,8,a,vowel,l,consanent,m,consanent,a,vowel,t,consanent,s,consanent
1602,Halsnaes,Halsnaesians,ians,H,Ha,Hal,Hals,s,es,aes,naes,consanent,consanent,8,a,vowel,l,consanent,s,consanent,e,vowel,a,vowel,n,consanent
1604,Hamadan,Hamadani,i,H,Ha,Ham,Hama,n,an,dan,adan,consanent,consanent,7,a,vowel,m,consanent,a,vowel,a,vowel,d,consanent,a,vowel
1605,Hamahamet,Hamahametans,ans,H,Ha,Ham,Hama,t,et,met,amet,consanent,consanent,9,a,vowel,m,consanent,a,vowel,e,vowel,m,consanent,a,vowel
1606,Hamamatsu,Hamamatsuns,ns,H,Ha,Ham,Hama,u,su,tsu,atsu,consanent,vowel,9,a,vowel,m,consanent,a,vowel,s,consanent,t,consanent,a,vowel
1608,Hambantota,Hambantotans,ns,H,Ha,Ham,Hamb,a,ta,ota,tota,consanent,vowel,10,a,vowel,m,consanent,b,consanent,t,consanent,o,vowel,t,consanent
1609,Hamburg,Hamburgers,ers,H,Ha,Ham,Hamb,g,rg,urg,burg,consanent,consanent,7,a,vowel,m,consanent,b,consanent,r,consanent,u,vowel,b,consanent
1610,Hameenlinna,Hameenlinnalaiset,laiset,H,Ha,Ham,Hame,a,na,nna,inna,consanent,vowel,11,a,vowel,m,consanent,e,vowel,n,consanent,n,consanent,i,vowel
1611,HaMerkaz,HaMerkazians,ians,H,Ha,HaM,HaMe,z,az,kaz,rkaz,consanent,consanent,8,a,vowel,M,consanent,e,vowel,a,vowel,k,consanent,r,consanent
1612,Hamhung,Hamhungites,ites,H,Ha,Ham,Hamh,g,ng,ung,hung,consanent,consanent,7,a,vowel,m,consanent,h,consanent,n,consanent,u,vowel,h,consanent
1613,Hamilton,Hamiltonians,ians,H,Ha,Ham,Hami,n,on,ton,lton,consanent,consanent,8,a,vowel,m,consanent,i,vowel,o,vowel,t,consanent,l,consanent
1614,Hamm,Hammer,er,H,Ha,Ham,Hamm,m,mm,amm,Hamm,consanent,consanent,4,a,vowel,m,consanent,m,consanent,m,consanent,a,vowel,H,consanent
1615,Hammerfest,Hammerfester,er,H,Ha,Ham,Hamm,t,st,est,fest,consanent,consanent,10,a,vowel,m,consanent,m,consanent,s,consanent,e,vowel,f,consanent
1616,Hamrun,Hamruni,i,H,Ha,Ham,Hamr,n,un,run,mrun,consanent,consanent,6,a,vowel,m,consanent,r,consanent,u,vowel,r,consanent,m,consanent
1617,Hanau,Hanauer,er,H,Ha,Han,Hana,u,au,nau,anau,consanent,vowel,5,a,vowel,n,consanent,a,vowel,a,vowel,n,consanent,a,vowel
1618,Handan,Handaner,er,H,Ha,Han,Hand,n,an,dan,ndan,consanent,consanent,6,a,vowel,n,consanent,d,consanent,a,vowel,d,consanent,n,consanent
1619,Hangzhou,Hangzhounese,nese,H,Ha,Han,Hang,u,ou,hou,zhou,consanent,vowel,8,a,vowel,n,consanent,g,consanent,o,vowel,h,consanent,z,consanent
1620,Hannover,Hannoverans,ans,H,Ha,Han,Hann,r,er,ver,over,consanent,consanent,8,a,vowel,n,consanent,n,consanent,e,vowel,v,consanent,o,vowel
1621,Hanoi,Hanoians,ans,H,Ha,Han,Hano,i,oi,noi,anoi,consanent,vowel,5,a,vowel,n,consanent,o,vowel,o,vowel,n,consanent,a,vowel
1622,Haradok,Haradokians,ians,H,Ha,Har,Hara,k,ok,dok,adok,consanent,consanent,7,a,vowel,r,consanent,a,vowel,o,vowel,d,consanent,a,vowel
1623,Harar,Hararians,ians,H,Ha,Har,Hara,r,ar,rar,arar,consanent,consanent,5,a,vowel,r,consanent,a,vowel,a,vowel,r,consanent,a,vowel
1624,Harari,Hararis,s,H,Ha,Har,Hara,i,ri,ari,rari,consanent,vowel,6,a,vowel,r,consanent,a,vowel,r,consanent,a,vowel,r,consanent
1625,Harbin,Harbiner,er,H,Ha,Har,Harb,n,in,bin,rbin,consanent,consanent,6,a,vowel,r,consanent,b,consanent,i,vowel,b,consanent,r,consanent
1626,Hard,Harders,ers,H,Ha,Har,Hard,d,rd,ard,Hard,consanent,consanent,4,a,vowel,r,consanent,d,consanent,r,consanent,a,vowel,H,consanent
1627,Hargeisa,Hargeisans,ns,H,Ha,Har,Harg,a,sa,isa,eisa,consanent,vowel,8,a,vowel,r,consanent,g,consanent,s,consanent,i,vowel,e,vowel
1628,Haripur,Haripuri,i,H,Ha,Har,Hari,r,ur,pur,ipur,consanent,consanent,7,a,vowel,r,consanent,i,vowel,u,vowel,p,consanent,i,vowel
1630,Harlow,Harlowian,ian,H,Ha,Har,Harl,w,ow,low,rlow,consanent,consanent,6,a,vowel,r,consanent,l,consanent,o,vowel,l,consanent,r,consanent
1631,Harnosand,Harnosandsians,sians,H,Ha,Har,Harn,d,nd,and,sand,consanent,consanent,9,a,vowel,r,consanent,n,consanent,n,consanent,a,vowel,s,consanent
1632,Harper,Harpers,s,H,Ha,Har,Harp,r,er,per,rper,consanent,consanent,6,a,vowel,r,consanent,p,consanent,e,vowel,p,consanent,r,consanent
1635,Hassleholm,Hassleholmsians,sians,H,Ha,Has,Hass,m,lm,olm,holm,consanent,consanent,10,a,vowel,s,consanent,s,consanent,l,consanent,o,vowel,h,consanent
1636,Hastings,Hastingsian,ian,H,Ha,Has,Hast,s,gs,ngs,ings,consanent,consanent,8,a,vowel,s,consanent,t,consanent,g,consanent,n,consanent,i,vowel
1637,Hat Yai,Hat Yaians,ans,H,Ha,Hat,Hat ,i,ai,Yai, Yai,consanent,vowel,7,a,vowel,t,consanent, ,consanent,a,vowel,Y,consanent, ,consanent
1638,Hatay,Hatayli,li,H,Ha,Hat,Hata,y,ay,tay,atay,consanent,consanent,5,a,vowel,t,consanent,a,vowel,a,vowel,t,consanent,a,vowel
1639,Hatvan,Hatvani,i,H,Ha,Hat,Hatv,n,an,van,tvan,consanent,consanent,6,a,vowel,t,consanent,v,consanent,a,vowel,v,consanent,t,consanent
1641,Haute-Kotto,Haute-Kottois,is,H,Ha,Hau,Haut,o,to,tto,otto,consanent,vowel,11,a,vowel,u,vowel,t,consanent,t,consanent,t,consanent,o,vowel
1642,Haut-Mbomou,Haut-Mbomouiens,iens,H,Ha,Hau,Haut,u,ou,mou,omou,consanent,vowel,11,a,vowel,u,vowel,t,consanent,o,vowel,m,consanent,o,vowel
1644,Hawaii,Hawaiians,ans,H,Ha,Haw,Hawa,i,ii,aii,waii,consanent,vowel,6,a,vowel,w,consanent,a,vowel,i,vowel,a,vowel,w,consanent
1645,Hayward,Haywardites,ites,H,Ha,Hay,Hayw,d,rd,ard,ward,consanent,consanent,7,a,vowel,y,consanent,w,consanent,r,consanent,a,vowel,w,consanent
1646,Hedensted,Hedensteders,ers,H,He,Hed,Hede,d,ed,ted,sted,consanent,consanent,9,e,vowel,d,consanent,e,vowel,e,vowel,t,consanent,s,consanent
1647,Hedmark,Hedmarkinger,inger,H,He,Hed,Hedm,k,rk,ark,mark,consanent,consanent,7,e,vowel,d,consanent,m,consanent,r,consanent,a,vowel,m,consanent
1648,Hegang,Heganger,er,H,He,Heg,Hega,g,ng,ang,gang,consanent,consanent,6,e,vowel,g,consanent,a,vowel,n,consanent,a,vowel,g,consanent
1649,Heidelberg,Heidelbergers,ers,H,He,Hei,Heid,g,rg,erg,berg,consanent,consanent,10,e,vowel,i,vowel,d,consanent,r,consanent,e,vowel,b,consanent
1650,Heilbronn,Heilbronners,ers,H,He,Hei,Heil,n,nn,onn,ronn,consanent,consanent,9,e,vowel,i,vowel,l,consanent,n,consanent,o,vowel,r,consanent
1651,Helmand,Helmandi,i,H,He,Hel,Helm,d,nd,and,mand,consanent,consanent,7,e,vowel,l,consanent,m,consanent,n,consanent,a,vowel,m,consanent
1652,Helsingborg,Helsingborgers,ers,H,He,Hel,Hels,g,rg,org,borg,consanent,consanent,11,e,vowel,l,consanent,s,consanent,r,consanent,o,vowel,b,consanent
1653,Helsingor,Helsingorians,ians,H,He,Hel,Hels,r,or,gor,ngor,consanent,consanent,9,e,vowel,l,consanent,s,consanent,o,vowel,g,consanent,n,consanent
1654,Helsinki,Helsinkilaiset,laiset,H,He,Hel,Hels,i,ki,nki,inki,consanent,vowel,8,e,vowel,l,consanent,s,consanent,k,consanent,n,consanent,i,vowel
1655,Henan,Henanese,ese,H,He,Hen,Hena,n,an,nan,enan,consanent,consanent,5,e,vowel,n,consanent,a,vowel,a,vowel,n,consanent,e,vowel
1656,Henderson,Hendersonites,ites,H,He,Hen,Hend,n,on,son,rson,consanent,consanent,9,e,vowel,n,consanent,d,consanent,o,vowel,s,consanent,r,consanent
1657,Hengshui,Hengshuier,er,H,He,Hen,Heng,i,ui,hui,shui,consanent,vowel,8,e,vowel,n,consanent,g,consanent,u,vowel,h,consanent,s,consanent
1658,Henties Bay,Henties Bayers,ers,H,He,Hen,Hent,y,ay,Bay, Bay,consanent,consanent,11,e,vowel,n,consanent,t,consanent,a,vowel,B,consanent, ,consanent
1659,Herat,Herati,i,H,He,Her,Hera,t,at,rat,erat,consanent,consanent,5,e,vowel,r,consanent,a,vowel,a,vowel,r,consanent,e,vowel
1660,Heredia,Heredianos,nos,H,He,Her,Here,a,ia,dia,edia,consanent,vowel,7,e,vowel,r,consanent,e,vowel,i,vowel,d,consanent,e,vowel
1661,Hereford,Herefordian,ian,H,He,Her,Here,d,rd,ord,ford,consanent,consanent,8,e,vowel,r,consanent,e,vowel,r,consanent,o,vowel,f,consanent
1662,Herford,Herforder,er,H,He,Her,Herf,d,rd,ord,ford,consanent,consanent,7,e,vowel,r,consanent,f,consanent,r,consanent,o,vowel,f,consanent
1663,Hermel,Hermelis,is,H,He,Her,Herm,l,el,mel,rmel,consanent,consanent,6,e,vowel,r,consanent,m,consanent,e,vowel,m,consanent,r,consanent
1664,Herning,Herningers,ers,H,He,Her,Hern,g,ng,ing,ning,consanent,consanent,7,e,vowel,r,consanent,n,consanent,n,consanent,i,vowel,n,consanent
1665,Hialeah,Hialeahans,ans,H,Hi,Hia,Hial,h,ah,eah,leah,consanent,consanent,7,i,vowel,a,vowel,l,consanent,a,vowel,e,vowel,l,consanent
1666,High Rock,High Rockers,ers,H,Hi,Hig,High,k,ck,ock,Rock,consanent,consanent,9,i,vowel,g,consanent,h,consanent,c,consanent,o,vowel,R,consanent
1667,Highland,Highlander,er,H,Hi,Hig,High,d,nd,and,land,consanent,consanent,8,i,vowel,g,consanent,h,consanent,n,consanent,a,vowel,l,consanent
1668,Higuey,Higueyanos,anos,H,Hi,Hig,Higu,y,ey,uey,guey,consanent,consanent,6,i,vowel,g,consanent,u,vowel,e,vowel,u,vowel,g,consanent
1669,Hiiraan,Hiiraanites,ites,H,Hi,Hii,Hiir,n,an,aan,raan,consanent,consanent,7,i,vowel,i,vowel,r,consanent,a,vowel,a,vowel,r,consanent
1670,Hildesheim,Hildesheimers,ers,H,Hi,Hil,Hild,m,im,eim,heim,consanent,consanent,10,i,vowel,l,consanent,d,consanent,i,vowel,e,vowel,h,consanent
1671,Hillah,Hillahis,is,H,Hi,Hil,Hill,h,ah,lah,llah,consanent,consanent,6,i,vowel,l,consanent,l,consanent,a,vowel,l,consanent,l,consanent
1672,Hillerod,Hillerodians,ians,H,Hi,Hil,Hill,d,od,rod,erod,consanent,consanent,8,i,vowel,l,consanent,l,consanent,o,vowel,r,consanent,e,vowel
1673,Hillsborough,Hillsboroughians,ians,H,Hi,Hil,Hill,h,gh,ugh,ough,consanent,consanent,12,i,vowel,l,consanent,l,consanent,g,consanent,u,vowel,o,vowel
1674,Himeji,Himejians,ans,H,Hi,Him,Hime,i,ji,eji,meji,consanent,vowel,6,i,vowel,m,consanent,e,vowel,j,consanent,e,vowel,m,consanent
1675,Himmafushi,Himmafushians,ans,H,Hi,Him,Himm,i,hi,shi,ushi,consanent,vowel,10,i,vowel,m,consanent,m,consanent,h,consanent,s,consanent,u,vowel
1676,Hinche,Hincheois,ois,H,Hi,Hin,Hinc,e,he,che,nche,consanent,vowel,6,i,vowel,n,consanent,c,consanent,h,consanent,c,consanent,n,consanent
1677,Hinwil,Hinwiler,er,H,Hi,Hin,Hinw,l,il,wil,nwil,consanent,consanent,6,i,vowel,n,consanent,w,consanent,i,vowel,w,consanent,n,consanent
1678,Hirakata,Hirakatans,ns,H,Hi,Hir,Hira,a,ta,ata,kata,consanent,vowel,8,i,vowel,r,consanent,a,vowel,t,consanent,a,vowel,k,consanent
1679,Hiroshima,Hiroshimans,ns,H,Hi,Hir,Hiro,a,ma,ima,hima,consanent,vowel,9,i,vowel,r,consanent,o,vowel,m,consanent,i,vowel,h,consanent
1680,Hitachi,Hitachians,ans,H,Hi,Hit,Hita,i,hi,chi,achi,consanent,vowel,7,i,vowel,t,consanent,a,vowel,h,consanent,c,consanent,a,vowel
1681,Hitachinaka,Hitachinakans,ns,H,Hi,Hit,Hita,a,ka,aka,naka,consanent,vowel,11,i,vowel,t,consanent,a,vowel,k,consanent,a,vowel,n,consanent
1682,Hithadhoo,Hithadhooans,ans,H,Hi,Hit,Hith,o,oo,hoo,dhoo,consanent,vowel,9,i,vowel,t,consanent,h,consanent,o,vowel,h,consanent,d,consanent
1683,Hjorring,Hjorringers,ers,H,Hj,Hjo,Hjor,g,ng,ing,ring,consanent,consanent,8,j,consanent,o,vowel,r,consanent,n,consanent,i,vowel,r,consanent
1684,Hlohovec,Hlohovecens,ens,H,Hl,Hlo,Hloh,c,ec,vec,ovec,consanent,consanent,8,l,consanent,o,vowel,h,consanent,e,vowel,v,consanent,o,vowel
1685,Ho,Hoans,ans,H,Ho,Ho,Ho,o,Ho,o,Ho,consanent,vowel,2,o,vowel,,,,,H,consanent,,,,
1686,Hoa Binh,Hoa Binhians,ians,H,Ho,Hoa,Hoa ,h,nh,inh,Binh,consanent,consanent,8,o,vowel,a,vowel, ,consanent,n,consanent,i,vowel,B,consanent
1687,Hobart,Hobartians,ians,H,Ho,Hob,Hoba,t,rt,art,bart,consanent,consanent,6,o,vowel,b,consanent,a,vowel,r,consanent,a,vowel,b,consanent
1688,Hoce–Slivnica,Hoce–Slivnicani,ni,H,Ho,Hoc,Hoce,a,ca,ica,nica,consanent,vowel,13,o,vowel,c,consanent,e,vowel,c,consanent,i,vowel,n,consanent
1689,Hodmezovasarhely,Hodmezovasarhelyi,i,H,Ho,Hod,Hodm,y,ly,ely,hely,consanent,consanent,16,o,vowel,d,consanent,m,consanent,l,consanent,e,vowel,h,consanent
1690,Hoeryong,Hoeryongites,ites,H,Ho,Hoe,Hoer,g,ng,ong,yong,consanent,consanent,8,o,vowel,e,vowel,r,consanent,n,consanent,o,vowel,y,consanent
1691,Hoeyang,Hoeyangites,ites,H,Ho,Hoe,Hoey,g,ng,ang,yang,consanent,consanent,7,o,vowel,e,vowel,y,consanent,n,consanent,a,vowel,y,consanent
1692,Hof,Hofers,ers,H,Ho,Hof,Hof,f,of,Hof,f,consanent,consanent,3,o,vowel,f,consanent,,,o,vowel,H,consanent,,
1693,Hoganas,Hoganasians,ians,H,Ho,Hog,Hoga,s,as,nas,anas,consanent,consanent,7,o,vowel,g,consanent,a,vowel,a,vowel,n,consanent,a,vowel
1694,Hohenau,Hohenauenses,enses,H,Ho,Hoh,Hohe,u,au,nau,enau,consanent,vowel,7,o,vowel,h,consanent,e,vowel,a,vowel,n,consanent,e,vowel
1695,Hohenems,Hohenemser,er,H,Ho,Hoh,Hohe,s,ms,ems,nems,consanent,consanent,8,o,vowel,h,consanent,e,vowel,m,consanent,e,vowel,n,consanent
1696,Hohhot,Hohhoter,er,H,Ho,Hoh,Hohh,t,ot,hot,hhot,consanent,consanent,6,o,vowel,h,consanent,h,consanent,o,vowel,h,consanent,h,consanent
1697,Hoi An,Hoi Aners,ers,H,Ho,Hoi,Hoi ,n,An, An,i An,consanent,consanent,6,o,vowel,i,vowel, ,consanent,A,vowel, ,consanent,i,vowel
1698,Hoima,Hoimans,ns,H,Ho,Hoi,Hoim,a,ma,ima,oima,consanent,vowel,5,o,vowel,i,vowel,m,consanent,m,consanent,i,vowel,o,vowel
1699,Holbaek,Holbaekians,ians,H,Ho,Hol,Holb,k,ek,aek,baek,consanent,consanent,7,o,vowel,l,consanent,b,consanent,e,vowel,a,vowel,b,consanent
1700,Holetown,Holetowners,ers,H,Ho,Hol,Hole,n,wn,own,town,consanent,consanent,8,o,vowel,l,consanent,e,vowel,w,consanent,o,vowel,t,consanent
1701,Holhol,Holholers,ers,H,Ho,Hol,Holh,l,ol,hol,lhol,consanent,consanent,6,o,vowel,l,consanent,h,consanent,o,vowel,h,consanent,l,consanent
1702,Hollabrunn,Hollabrunners,ers,H,Ho,Hol,Holl,n,nn,unn,runn,consanent,consanent,10,o,vowel,l,consanent,l,consanent,n,consanent,u,vowel,r,consanent
1703,Holon,Holonites,ites,H,Ho,Hol,Holo,n,on,lon,olon,consanent,consanent,5,o,vowel,l,consanent,o,vowel,o,vowel,l,consanent,o,vowel
1704,Holstebro,Holstebroers,ers,H,Ho,Hol,Hols,o,ro,bro,ebro,consanent,vowel,9,o,vowel,l,consanent,s,consanent,r,consanent,b,consanent,e,vowel
1705,Homs,Homsis,is,H,Ho,Hom,Homs,s,ms,oms,Homs,consanent,consanent,4,o,vowel,m,consanent,s,consanent,m,consanent,o,vowel,H,consanent
1706,Honefoss,Honefossinger,inger,H,Ho,Hon,Hone,s,ss,oss,foss,consanent,consanent,8,o,vowel,n,consanent,e,vowel,s,consanent,o,vowel,f,consanent
1707,Honolulu,Honoluluans,ans,H,Ho,Hon,Hono,u,lu,ulu,lulu,consanent,vowel,8,o,vowel,n,consanent,o,vowel,l,consanent,u,vowel,l,consanent
1708,Horgen,Horgeners,ers,H,Ho,Hor,Horg,n,en,gen,rgen,consanent,consanent,6,o,vowel,r,consanent,g,consanent,e,vowel,g,consanent,r,consanent
1709,Horsens,Horsensians,ians,H,Ho,Hor,Hors,s,ns,ens,sens,consanent,consanent,7,o,vowel,r,consanent,s,consanent,n,consanent,e,vowel,s,consanent
1710,Horsham,Horshamer,er,H,Ho,Hor,Hors,m,am,ham,sham,consanent,consanent,7,o,vowel,r,consanent,s,consanent,a,vowel,h,consanent,s,consanent
1711,Horsholm,Horsholmers,ers,H,Ho,Hor,Hors,m,lm,olm,holm,consanent,consanent,8,o,vowel,r,consanent,s,consanent,l,consanent,o,vowel,h,consanent
1712,Hougang,Hougangers,ers,H,Ho,Hou,Houg,g,ng,ang,gang,consanent,consanent,7,o,vowel,u,vowel,g,consanent,n,consanent,a,vowel,g,consanent
1713,Houston,Houstonians,ians,H,Ho,Hou,Hous,n,on,ton,ston,consanent,consanent,7,o,vowel,u,vowel,s,consanent,o,vowel,t,consanent,s,consanent
1714,Hovd,Hovdians,ians,H,Ho,Hov,Hovd,d,vd,ovd,Hovd,consanent,consanent,4,o,vowel,v,consanent,d,consanent,v,consanent,o,vowel,H,consanent
1715,Howrah,Howrahite,ite,H,Ho,How,Howr,h,ah,rah,wrah,consanent,consanent,6,o,vowel,w,consanent,r,consanent,a,vowel,r,consanent,w,consanent
1716,Hpa-An,Hpa-Anians,ians,H,Hp,Hpa,Hpa-,n,An,-An,a-An,consanent,consanent,6,p,consanent,a,vowel,-,consanent,A,vowel,-,consanent,a,vowel
1717,Hrazdan,Hrazdantsi,tsi,H,Hr,Hra,Hraz,n,an,dan,zdan,consanent,consanent,7,r,consanent,a,vowel,z,consanent,a,vowel,d,consanent,z,consanent
1718,Huai'an,Huai'anese,ese,H,Hu,Hua,Huai,n,an,'an,i'an,consanent,consanent,7,u,vowel,a,vowel,i,vowel,a,vowel,',consanent,i,vowel
1719,Huainan,Huainaner,er,H,Hu,Hua,Huai,n,an,nan,inan,consanent,consanent,7,u,vowel,a,vowel,i,vowel,a,vowel,n,consanent,i,vowel
1720,Huancavelica,Huancavelicanos,nos,H,Hu,Hua,Huan,a,ca,ica,lica,consanent,vowel,12,u,vowel,a,vowel,n,consanent,c,consanent,i,vowel,l,consanent
1721,Hubli-Dharwad,Hubli-Dharwadi,i,H,Hu,Hub,Hubl,d,ad,wad,rwad,consanent,consanent,13,u,vowel,b,consanent,l,consanent,a,vowel,w,consanent,r,consanent
1722,Hudiksvall,Hudiksvalls,s,H,Hu,Hud,Hudi,l,ll,all,vall,consanent,consanent,10,u,vowel,d,consanent,i,vowel,l,consanent,a,vowel,v,consanent
1723,Hue,Hueans,ans,H,Hu,Hue,Hue,e,ue,Hue,e,consanent,vowel,3,u,vowel,e,vowel,,,u,vowel,H,consanent,,
1724,Huizhou,Huizhouese,ese,H,Hu,Hui,Huiz,u,ou,hou,zhou,consanent,vowel,7,u,vowel,i,vowel,z,consanent,o,vowel,h,consanent,z,consanent
1725,Hulhudhoo,Hulhudhoons,ns,H,Hu,Hul,Hulh,o,oo,hoo,dhoo,consanent,vowel,9,u,vowel,l,consanent,h,consanent,o,vowel,h,consanent,d,consanent
1726,Hulhumeedhoo,Hulhumeedhoons,ns,H,Hu,Hul,Hulh,o,oo,hoo,dhoo,consanent,vowel,12,u,vowel,l,consanent,h,consanent,o,vowel,h,consanent,d,consanent
1727,Huludao,Huludaonese,nese,H,Hu,Hul,Hulu,o,ao,dao,udao,consanent,vowel,7,u,vowel,l,consanent,u,vowel,a,vowel,d,consanent,u,vowel
1728,Hulunbuir,Hulunbuirer,er,H,Hu,Hul,Hulu,r,ir,uir,buir,consanent,consanent,9,u,vowel,l,consanent,u,vowel,i,vowel,u,vowel,b,consanent
1729,Humenne,Humenneans,ans,H,Hu,Hum,Hume,e,ne,nne,enne,consanent,vowel,7,u,vowel,m,consanent,e,vowel,n,consanent,n,consanent,e,vowel
1730,Hunan,Hunanese,ese,H,Hu,Hun,Huna,n,an,nan,unan,consanent,consanent,5,u,vowel,n,consanent,a,vowel,a,vowel,n,consanent,u,vowel
1731,Huntington Beach,Huntington Beachers,ers,H,Hu,Hun,Hunt,h,ch,ach,each,consanent,consanent,16,u,vowel,n,consanent,t,consanent,c,consanent,a,vowel,e,vowel
1732,Hurghada,Hurghadans,ns,H,Hu,Hur,Hurg,a,da,ada,hada,consanent,vowel,8,u,vowel,r,consanent,g,consanent,d,consanent,a,vowel,h,consanent
1733,Hurth,Hurther,er,H,Hu,Hur,Hurt,h,th,rth,urth,consanent,consanent,5,u,vowel,r,consanent,t,consanent,t,consanent,r,consanent,u,vowel
1734,Huzhou,Huzhouer,er,H,Hu,Huz,Huzh,u,ou,hou,zhou,consanent,vowel,6,u,vowel,z,consanent,h,consanent,o,vowel,h,consanent,z,consanent
1735,Hvidovre,Hvidovrers,rs,H,Hv,Hvi,Hvid,e,re,vre,ovre,consanent,vowel,8,v,consanent,i,vowel,d,consanent,r,consanent,v,consanent,o,vowel
1736,Hyangsan,Hyangsanites,ites,H,Hy,Hya,Hyan,n,an,san,gsan,consanent,consanent,8,y,consanent,a,vowel,n,consanent,a,vowel,s,consanent,g,consanent
1737,Hyderabad,Hyderabadi,i,H,Hy,Hyd,Hyde,d,ad,bad,abad,consanent,consanent,9,y,consanent,d,consanent,e,vowel,a,vowel,b,consanent,a,vowel
1738,Hyesan,Hyesanites,ites,H,Hy,Hye,Hyes,n,an,san,esan,consanent,consanent,6,y,consanent,e,vowel,s,consanent,a,vowel,s,consanent,e,vowel
1739,Hyesan-dong,Hyesan-dongites,ites,H,Hy,Hye,Hyes,g,ng,ong,dong,consanent,consanent,11,y,consanent,e,vowel,s,consanent,n,consanent,o,vowel,d,consanent
1740,Ibadan,Ibadans,s,I,Ib,Iba,Ibad,n,an,dan,adan,vowel,consanent,6,b,consanent,a,vowel,d,consanent,a,vowel,d,consanent,a,vowel
1741,Ibaraki,Ibarakians,ans,I,Ib,Iba,Ibar,i,ki,aki,raki,vowel,vowel,7,b,consanent,a,vowel,r,consanent,k,consanent,a,vowel,r,consanent
1742,Ibb,Ibbani,ani,I,Ib,Ibb,Ibb,b,bb,Ibb,b,vowel,consanent,3,b,consanent,b,consanent,,,b,consanent,I,vowel,,
1743,Ichikawa,Ichikawans,ns,I,Ic,Ich,Ichi,a,wa,awa,kawa,vowel,vowel,8,c,consanent,h,consanent,i,vowel,w,consanent,a,vowel,k,consanent
1744,Ichinomiya,Ichinomiyans,ns,I,Ic,Ich,Ichi,a,ya,iya,miya,vowel,vowel,10,c,consanent,h,consanent,i,vowel,y,consanent,i,vowel,m,consanent
1745,Iconi,Iconians,ans,I,Ic,Ico,Icon,i,ni,oni,coni,vowel,vowel,5,c,consanent,o,vowel,n,consanent,n,consanent,o,vowel,c,consanent
1746,Idaho,Idahoans,ans,I,Id,Ida,Idah,o,ho,aho,daho,vowel,vowel,5,d,consanent,a,vowel,h,consanent,h,consanent,a,vowel,d,consanent
1747,Idlib,Idlibis,is,I,Id,Idl,Idli,b,ib,lib,dlib,vowel,consanent,5,d,consanent,l,consanent,i,vowel,i,vowel,l,consanent,d,consanent
1748,Ig,Igcani,cani,I,Ig,Ig,Ig,g,Ig,g,Ig,vowel,consanent,2,g,consanent,,,,,I,vowel,,,,
1749,Igboho,Igbohons,ns,I,Ig,Igb,Igbo,o,ho,oho,boho,vowel,vowel,6,g,consanent,b,consanent,o,vowel,h,consanent,o,vowel,b,consanent
